Date,AMD,ANET,AVGO,COHR,EQIX,GLD,GOOG,LITE,MRVL,SNDR,VRT
2025-12-24,215.0399932861328,130.77000427246094,349.48687744140625,191.3699951171875,754.6071166992188,411.92999267578125,315.4477844238281,395.9200134277344,86.42781066894531,27.075515747070312,166.83029174804688
2025-12-26,214.99000549316406,131.83999633789062,351.39288330078125,191.72000122070312,759.162353515625,416.739990234375,314.7382507324219,390.7699890136719,86.27791595458984,27.175094604492188,167.54013061523438
2025-12-29,215.61000061035156,134.14999389648438,348.65863037109375,189.02000427246094,760.8531494140625,398.6000061035156,314.168701171875,372.6099853515625,85.6983413696289,27.21492576599121,165.58058166503906
2025-12-30,215.33999633789062,132.44000244140625,349.1176452636719,186.80999755859375,765.53759765625,398.8900146484375,314.32855224609375,371.17999267578125,86.69762420654297,26.736948013305664,164.30088806152344
2025-12-31,214.16000366210938,131.02999877929688,345.3755187988281,184.57000732421875,762.0068359375,396.30999755859375,313.5790710449219,368.5899963378906,84.91889953613281,26.41829490661621,161.97145080566406
2026-01-02,223.47000122070312,133.60000610351562,346.8923034667969,194.3300018310547,759.9679565429688,398.2799987792969,315.0980224609375,386.1099853515625,89.32572937011719,26.856441497802734,175.56822204589844
2026-01-05,221.0800018310547,137.19000244140625,342.7011413574219,186.36000061035156,767.8350830078125,408.760009765625,317.09661865234375,357.04998779296875,90.16513061523438,27.991641998291016,173.90859985351562
2026-01-06,214.35000610351562,132.5800018310547,343.0503845214844,194.11000061035156,783.7881469726562,413.17999267578125,314.32855224609375,397.4200134277344,88.16656494140625,28.439746856689453,174.9083709716797
2026-01-07,210.02000427246094,130.0800018310547,342.78094482421875,191.6199951171875,772.3405151367188,409.2300109863281,322.2030029296875,392.8800048828125,84.57913970947266,27.80244255065918,171.49917602539062
2026-01-08,204.67999267578125,123.72000122070312,331.7840270996094,173.14999389648438,777.6416625976562,411.489990234375,325.7804870605469,348.260009765625,83.3899917602539,28.419832229614258,160.7417449951172
2026-01-09,203.1699981689453,122.88999938964844,344.24786376953125,178.05999755859375,796.011474609375,414.4700012207031,328.9082946777344,351.4200134277344,83.22000122070312,28.768356323242188,163.54107666015625
2026-01-12,207.69000244140625,123.41999816894531,351.47271728515625,185.17999267578125,779.6109008789062,422.2300109863281,332.4957580566406,339.8699951171875,82.88999938964844,28.638904571533203,169.9895477294922
2026-01-13,220.97000122070312,129.92999267578125,353.86767578125,190.02999877929688,796.96630859375,421.6300048828125,336.1931457519531,361.3299865722656,83.05000305175781,28.678735733032227,172.6789093017578
2026-01-14,223.60000610351562,125.08999633789062,339.17852783203125,184.11000061035156,794.688720703125,425.94000244140625,336.0732421875,331.6199951171875,81.20999908447266,29.02726173400879,170.81935119628906
2026-01-15,227.9199981689453,130.58999633789062,342.30194091796875,195.9600067138672,797.4735717773438,423.3299865722656,332.92547607421875,343.2699890136719,80.37999725341797,29.67452621459961,172.49893188476562
2026-01-16,231.8300018310547,129.8300018310547,350.9737548828125,191.0399932861328,797.4337768554688,421.2900085449219,330.1074523925781,324.25,80.45999908447266,29.1766300201416,176.8878936767578
2026-01-20,231.9199981689453,127.5199966430664,331.9037780761719,193.4600067138672,779.9490356445312,437.2300109863281,321.9331970214844,356.8299865722656,79.80000305175781,28.668779373168945,175.1383056640625
2026-01-21,249.8000030517578,127.29000091552734,328.1116943359375,201.4600067138672,791.1679077148438,443.6000061035156,328.1488342285156,362.44000244140625,82.55000305175781,30.192337036132812,181.42681884765625
2026-01-22,253.72999572753906,138.41000366210938,324.8086242675781,202.72000122070312,788.462646484375,451.7900085449219,330.6070861816406,354.489990234375,83.0999984741211,30.36161994934082,181.076904296875
2026-01-23,259.67999267578125,136.33999633789062,319.3800354003906,196.94000244140625,786.9807739257812,458.0,328.19879150390625,339.19000244140625,80.2300033569336,29.85376739501953,182.4465789794922
2026-01-26,251.30999755859375,143.72000122070312,324.16998291015625,197.75999450683594,801.9789428710938,464.70001220703125,333.35516357421875,332.45001220703125,81.7699966430664,29.794021606445312,181.18687438964844
2026-01-27,252.02999877929688,146.69000244140625,332.0933837890625,214.0,805.16162109375,476.1000061035156,334.76416015625,370.6600036621094,82.93000030517578,29.42557716369629,189.1649932861328
2026-01-28,252.74000549316406,150.14999389648438,332.54241943359375,221.13999938964844,811.7258911132812,494.55999755859375,336.04327392578125,385.0,83.62000274658203,30.08279800415039,193.71389770507812
2026-01-29,252.17999267578125,148.14999389648438,330.0376892089844,215.86000061035156,821.5722045898438,495.8999938964844,338.4216003417969,381.44000244140625,81.33999633789062,29.584903717041016,195.0535888671875
2026-01-30,236.72999572753906,141.74000549316406,330.6064758300781,212.17999267578125,816.4799194335938,444.95001220703125,338.29168701171875,391.8399963378906,78.91999816894531,26.72698974609375,186.1356964111328
2026-02-02,246.27000427246094,138.3699951171875,330.4168701171875,222.44000244140625,805.9871215820312,427.1300048828125,344.6571960449219,423.4200134277344,78.66000366210938,28.45966339111328,189.96478271484375
2026-02-03,242.11000061035156,139.38999938964844,319.659423828125,229.17999267578125,797.4835205078125,454.2900085449219,340.4601745605469,435.1000061035156,75.54000091552734,29.216463088989258,190.10475158691406
2026-02-04,200.19000244140625,130.27999877929688,307.4051513671875,211.0,797.7818603515625,453.9700012207031,333.1053161621094,465.5400085449219,73.7300033569336,30.192337036132812,182.5165557861328
2026-02-05,192.5,128.6699981689453,309.8600158691406,209.24000549316406,803.1824340820312,441.8800048828125,331.09674072265625,504.4200134277344,74.20999908447266,29.794021606445312,177.70770263671875
2026-02-06,208.44000244140625,137.49000549316406,332.2231140136719,227.67999267578125,843.5225830078125,455.4599914550781,322.87255859375,551.989990234375,80.27999877929688,29.355873107910156,195.53346252441406
2026-02-09,216.0,141.74000549316406,343.22003173828125,242.4600067138672,853.0903930664062,467.0299987792969,324.171630859375,577.1500244140625,82.3499984741211,29.42557716369629,201.95193481445312
2026-02-10,213.57000732421875,143.4499969482422,339.72735595703125,228.3699951171875,852.0958251953125,462.3999938964844,318.40570068359375,561.1300048828125,82.01000213623047,29.694440841674805,199.57249450683594
2026-02-11,213.5800018310547,140.66000366210938,342.0425109863281,223.69000244140625,862.8174438476562,467.6300048828125,311.1108093261719,574.1099853515625,81.33999633789062,29.59486198425293,248.45086669921875
2026-02-12,205.94000244140625,135.1199951171875,330.4767761230469,216.10000610351562,952.6776123046875,451.3900146484375,309.1521911621094,583.4600219726562,78.2300033569336,28.449705123901367,236.45372009277344
2026-02-13,207.32000732421875,141.58999633789062,324.48931884765625,217.22999572753906,951.0067138671875,462.6199951171875,305.8045654296875,562.739990234375,78.61000061035156,28.609031677246094,234.4741973876953
2026-02-17,203.0800018310547,142.5800018310547,331.8439025878906,219.9600067138672,946.8095703125,448.20001220703125,302.6068115234375,600.4199829101562,79.01000213623047,28.678735733032227,243.4720458984375
2026-02-18,200.1199951171875,139.5399932861328,332.8118591308594,223.88999938964844,919.2299194335938,458.2799987792969,303.7260437011719,594.260009765625,79.08999633789062,28.648862838745117,243.15213012695312
2026-02-19,203.3699951171875,137.22999572753906,333.29083251953125,232.47999572753906,913.0536499023438,459.55999755859375,303.3462829589844,635.6400146484375,79.61000061035156,28.897809982299805,243.00216674804688
2026-02-20,200.14999389648438,132.7899932861328,331.9536437988281,248.17999267578125,923.0789184570312,468.6199951171875,314.6783142089844,667.77001953125,79.4800033569336,29.186588287353516,243.69200134277344
2026-02-23,196.60000610351562,127.43000030517578,329.64849853515625,248.88999938964844,940.513916015625,481.2799987792969,311.4705810546875,674.72998046875,77.79000091552734,27.03568458557129,245.36160278320312
2026-02-24,213.83999633789062,128.77000427246094,324.8086242675781,254.86000061035156,946.739990234375,474.6099853515625,310.7011413574219,688.27001953125,78.38999938964844,27.324462890625,253.08975219726562
2026-02-25,210.86000061035156,132.88999938964844,331.6143798828125,267.8999938964844,960.52001953125,473.4200134277344,312.80963134765625,723.3900146484375,80.91999816894531,26.796693801879883,262.12762451171875
2026-02-26,203.67999267578125,130.25,321.0265808105469,250.13999938964844,948.02001953125,477.4800109863281,306.93377685546875,677.0,79.29000091552734,27.951810836791992,259.1683349609375
2026-02-27,200.2100067138672,133.5,318.8810729980469,258.92999267578125,974.260009765625,483.75,311.21075439453125,700.9099731445312,81.69000244140625,28.2605037689209,254.829345703125
2026-03-02,198.6199951171875,129.3000030517578,318.1526184082031,298.9100036621094,966.0999755859375,490.0,306.1443176269531,783.25,80.86000061035156,28.041431427001953,257.68865966796875
2026-03-03,190.9499969482422,124.5999984741211,313.18304443359375,280.80999755859375,972.010009765625,468.1400146484375,303.3462829589844,694.4299926757812,77.51000213623047,27.822359085083008,244.3818359375
2026-03-04,202.07000732421875,134.8300018310547,316.86529541015625,274.8599853515625,969.0399780273438,471.79998779296875,303.23638916015625,680.7999877929688,78.08999633789062,28.131052017211914,251.22021484375
2026-03-05,199.4499969482422,139.39999389648438,332.0733947753906,253.8699951171875,953.0,466.1300048828125,300.6981506347656,650.8200073242188,75.68000030517578,27.21492576599121,249.69056701660156
2026-03-06,192.42999267578125,132.88999938964844,329.7882080078125,235.72000122070312,937.2000122070312,473.510009765625,298.0899963378906,558.4400024414062,89.56999969482422,25.532041549682617,241.72247314453125
2026-03-09,202.67999267578125,137.1699981689453,345.0262451171875,252.32000732421875,944.9099731445312,472.5299987792969,306.010009765625,640.6900024414062,92.6500015258789,25.681411743164062,264.287109375
