Date,portfolio,spy
2025-11-04,-0.029768775071585818,-0.011853539942447644
2025-11-05,0.03983615566316545,0.003465389196996238
2025-11-06,-0.007516429025724469,-0.010729333212666003
2025-11-07,-0.010381128640059134,0.0009845075813770254
2025-11-10,0.0399742333854205,0.015604343307994428
2025-11-11,-0.0235424351656377,0.0022892399865566126
2025-11-12,0.018265082090008322,0.0005564884786124491
2025-11-13,-0.049625289540139006,-0.016594019980226582
2025-11-14,0.0017607123973688577,-0.00016376876033719068
2025-11-17,-0.008131488599415149,-0.009316433429244708
2025-11-18,-0.014100479942231514,-0.00839755277010057
2025-11-19,0.017168754506402095,0.00386320014283692
2025-11-20,-0.05565941126679119,-0.015242245459799575
2025-11-21,0.01612017095913032,0.009961222976632822
2025-11-24,0.07134119123307636,0.014718507062180475
2025-11-25,-0.00925525162941554,0.009405991442055894
2025-11-26,0.028199855767335302,0.006903483450626968
2025-11-28,0.02569769517328968,0.005458406338614941
2025-12-01,-0.0071842345931816265,-0.004565505423429372
2025-12-02,-0.009735510791492374,0.00185229967407885
2025-12-03,0.016169729693445767,0.0034627677932601575
2025-12-04,0.013740729935427076,0.0007310561539983773
2025-12-05,0.014310625063663096,0.0018995368427094927
2025-12-08,0.00403762498305138,-0.0030042775146746914
2025-12-09,0.010067403646028206,-0.0008630551776173112
2025-12-10,0.014118804305533361,0.006632177546088913
2025-12-11,0.00042825462559314964,0.002326948130527251
2025-12-12,-0.06645899173279457,-0.01075196892753394
2025-12-15,-0.000669260413102557,-0.0015108877827511025
2025-12-16,-0.011121643348538046,-0.002732297595278821
2025-12-17,-0.025557602265791735,-0.011003620102041367
2025-12-18,0.022383021449584373,0.0075513325776148665
2025-12-19,0.044824003430991466,0.009063445479451815
2025-12-22,0.01912400850557283,0.006229892278320159
2025-12-23,0.005284889065497067,0.004570454818433101
2025-12-24,0.002817173781373139,0.0035176203055324873
2025-12-26,-6.302647539091488e-05,-0.00010141503224314619
2025-12-29,-0.013098692182008431,-0.003563628207054914
2025-12-30,-0.003134164627824565,-0.0012211007345821479
2025-12-31,-0.008727011381455152,-0.007408967373390807
2026-01-02,0.03395909924182661,0.0018330397334518356
2026-01-05,-0.013784601819828657,0.006660113816063129
2026-01-06,0.015953429992620283,0.005947183373089304
2026-01-07,-0.013008562192890705,-0.0032233567922274053
2026-01-08,-0.042506690976526595,-0.00010153268198576093
2026-01-09,0.009598753693293549,0.006613342394092392
2026-01-12,0.007564951435489853,0.0015704538117720102
2026-01-13,0.032156042721779965,-0.0019994751058702853
2026-01-14,-0.020375830573904463,-0.0049152373416186945
2026-01-15,0.019359025506408223,0.0027232143965294497
2026-01-16,-0.0069868036589150195,-0.0008378739908952992
2026-01-20,0.008878355905552304,-0.020356785723545046
2026-01-21,0.03322027323706678,0.011541079202094462
2026-01-22,0.007059146521195769,0.005223230019727687
2026-01-23,-0.00877292705831667,0.0003627802397405677
2026-01-26,-0.0018248341469209173,0.00507814706061005
2026-01-27,0.034559704688605475,0.003984264729684384
2026-01-28,0.019066403392690168,-0.00010066990364987483
2026-01-29,-0.006443908426515432,-0.0019843824489697015
2026-01-30,-0.031586069424297314,-0.0029825802604033225
2026-02-02,0.028652674566615133,0.004971362130935519
2026-02-03,0.005518933172803164,-0.00845539643070059
2026-02-04,-0.040677397965904194,-0.004843921678897245
2026-02-05,0.005177849496531772,-0.012489211256201727
2026-02-06,0.06508021515120799,0.019184711840951385
2026-02-09,0.03381542801853721,0.004821832103010459
2026-02-10,-0.017509811190216884,-0.002637160432080843
2026-02-11,0.017971469047102673,-0.00023105881441631837
2026-02-12,-0.015299585551696082,-0.01544887422790131
2026-02-13,-0.004674731646882813,0.000704485493815632
2026-02-17,0.015285758192968846,0.0016134664707250224
2026-02-18,-0.00401477372450687,0.005037758541617032
2026-02-19,0.02311261799190767,-0.0026374339404172664
2026-02-20,0.020832333146999282,0.007231864589122949
2026-02-23,-0.004166533345651091,-0.010211314710874775
2026-02-24,0.02337904402625579,0.00726845293039502
2026-02-25,0.02415006070322523,0.00843834894358153
2026-02-26,-0.03417125055343073,-0.005554476391621099
2026-02-27,0.015450588154049205,-0.004801943258527341
2026-03-02,0.04547545492629568,0.0005685787823312971
2026-03-03,-0.057295792777630195,-0.00881433848279567
2026-03-04,0.008179203876539809,0.007055308353084655
2026-03-05,-0.024416186857934785,-0.005575546846393942
2026-03-06,-0.050115717288046535,-0.013107135070836384
2026-03-09,0.06671994778188184,0.008760025013038852
2026-03-10,0.020581757333482775,-0.0016071269053671289
2026-03-11,-0.005895605200422205,-0.0012551629285171284
2026-03-12,-0.041106080048216365,-0.015184948869363502
2026-03-13,-0.00593198615628221,-0.005660109501006372
2026-03-16,0.012822566725619655,0.010176866111483163
2026-03-17,0.008919303504717035,0.00263055486997521
2026-03-18,0.021309497821665024,-0.013953645387120295
2026-03-19,0.04011358948137511,-0.0024643404851918405
2026-03-20,-0.048620788699416106,-0.014335775872504342
2026-03-23,0.016033219895266404,0.01050001924493782
2026-03-24,0.04011387144820655,-0.0033568497522664664
2026-03-25,0.010846125503545911,0.0055727589473861805
2026-03-26,-0.07345184781216929,-0.017858744158138706
2026-03-27,-0.0001544889872184818,-0.017051883523328093
2026-03-30,-0.04666894792298171,-0.0033434623831846144
2026-03-31,0.06077811468361194,0.02906792569891481
2026-04-01,0.04638024393649953,0.007534463782890022
2026-04-02,0.034267028455978954,0.0009004744280911581
2026-04-06,-0.017625495404893332,0.004726797348638012
2026-04-07,0.02588136786589401,0.0004400741058487867
